City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,buulobarde,3.8538,45.5674,27.25,76,90,4.96,SO,2023-04-27
279,hurricane,37.1753,-113.2899,29.19,13,31,2.12,US,2023-04-27
280,juan griego,11.0817,-63.9655,26.79,82,99,4.7,VE,2023-04-27
281,nar'yan-mar,67.6713,53.087,-4.54,88,98,4.04,RU,2023-04-27
282,kone,-21.0595,164.8658,24.72,70,61,3.93,NC,2023-04-27
283,east foothills,37.3811,-121.8175,34.13,25,75,6.26,US,2023-04-27
284,zhalantun,48.0,122.7167,7.84,44,74,2.66,CN,2023-04-27
285,aleg,17.0481,-13.9209,33.52,12,0,3.43,MR,2023-04-27
286,vorkuta,67.5,64.0,-6.06,93,51,5.89,RU,2023-04-27
287,malaya purga,56.5567,53.0043,11.39,94,9,2.77,RU,2023-04-27
288,port blair,11.6667,92.75,28.03,77,66,1.98,IN,2023-04-27
289,kushiro,42.975,144.3747,13.53,38,40,6.17,JP,2023-04-27
290,ibarreta,-25.2144,-59.8585,19.53,67,1,2.19,AR,2023-04-27
291,smithers,54.7804,-127.1743,9.18,49,75,5.14,CA,2023-04-27
292,kendari,-3.945,122.4989,25.09,92,71,0.26,ID,2023-04-27
293,bratsk,56.1325,101.6142,-0.73,98,100,2.84,RU,2023-04-27
294,ndioum,16.5129,-14.6471,29.94,30,0,5.76,SN,2023-04-27
295,quibala,-10.7337,14.98,16.19,89,40,1.2,AO,2023-04-27
296,sungai besar,3.6746,100.9867,24.58,94,99,2.21,MY,2023-04-27
297,wielun,51.221,18.5696,3.45,81,11,1.39,PL,2023-04-27
298,victorica,-36.2151,-65.4359,21.72,40,45,3.97,AR,2023-04-27
299,kailua-kona,19.6406,-155.9956,26.98,83,40,3.6,US,2023-04-27
300,geraldton,-28.7667,114.6,10.23,81,0,5.66,AU,2023-04-27
301,gazipasa,36.2694,32.3179,12.05,94,20,3.09,TR,2023-04-27
302,vilyuchinsk,52.9306,158.4028,4.15,66,100,12.98,RU,2023-04-27
303,prince george,53.9166,-122.753,15.7,28,75,4.12,CA,2023-04-27
304,lahaina,20.8783,-156.6825,26.58,95,25,2.15,US,2023-04-27
305,kodiak,57.79,-152.4072,5.73,75,100,5.66,US,2023-04-27
306,anloga,5.7947,0.8973,24.59,84,100,3.89,GH,2023-04-27
307,kroya,-7.6331,109.2461,25.23,88,100,1.08,ID,2023-04-27
308,piensk,51.249,15.0469,5.1,80,100,1.38,PL,2023-04-27
309,jayapura,-2.5333,140.7,27.66,84,97,1.76,ID,2023-04-27
310,severo-yeniseyskiy,60.3725,93.0408,-3.3,95,100,1.53,RU,2023-04-27
311,el hed,36.65,4.7736,14.4,32,49,1.72,DZ,2023-04-27
312,mont-dore,-22.2833,166.5833,25.0,99,83,5.35,NC,2023-04-27
313,narvik,68.4384,17.4272,3.67,92,96,2.63,NO,2023-04-27
314,aripuana,-9.1667,-60.6333,23.68,97,99,0.98,BR,2023-04-27
315,byron bay,-28.65,153.6167,18.17,76,33,1.5,AU,2023-04-27
316,medina,24.4686,39.6142,29.24,10,0,4.63,SA,2023-04-27
317,broken hill,-31.95,141.4333,17.9,53,35,3.74,AU,2023-04-27
318,kantang,7.4054,99.5156,25.05,100,20,0.51,TH,2023-04-27
319,qarazhal,48.0078,70.7903,13.51,32,12,3.23,KZ,2023-04-27
320,jiazi,22.8779,116.067,20.95,85,81,4.17,CN,2023-04-27
321,jalal-abad,40.9333,73.0,14.8,46,46,4.13,KG,2023-04-27
322,kavieng,-2.5744,150.7967,28.45,77,73,2.48,PG,2023-04-27
323,yerofey pavlovich,53.9667,121.9667,1.97,52,44,1.97,RU,2023-04-27
324,mokhsogollokh,61.4681,128.9203,-0.81,92,100,1.51,RU,2023-04-27
325,labrador city,52.9463,-66.9114,10.95,46,20,4.12,CA,2023-04-27
326,uray,60.1247,64.7758,2.28,92,99,5.94,RU,2023-04-27
327,newman,37.3138,-121.0208,33.19,27,9,1.79,US,2023-04-27
328,walvis bay,-22.9575,14.5053,15.05,64,1,4.87,NA,2023-04-27
329,rawlins,41.7911,-107.2387,4.94,81,75,10.8,US,2023-04-27
330,fostoria,41.157,-83.4169,13.88,51,100,8.05,US,2023-04-27
331,hasaki,35.7333,140.8333,21.79,67,29,7.52,JP,2023-04-27
332,lazaro cardenas,17.9583,-102.2,28.34,54,100,4.81,MX,2023-04-27
333,montepuez,-13.1256,38.9997,18.02,97,41,2.52,MZ,2023-04-27
334,vennesla,58.2694,7.9741,4.04,54,20,1.03,NO,2023-04-27
335,belmonte,-15.8631,-38.8828,24.77,78,0,3.5,BR,2023-04-27
336,fisterra,42.9049,-9.2629,15.01,74,100,2.45,ES,2023-04-27
337,pionerskiy,54.9508,20.2275,3.91,77,20,7.22,RU,2023-04-27
338,swan hill,-35.3378,143.5544,18.04,61,71,4.6,AU,2023-04-27
339,bela,25.9333,81.9833,28.28,26,79,1.15,IN,2023-04-27
340,battagram,34.6772,73.0233,13.04,75,90,2.47,PK,2023-04-27
341,bengkulu,-3.8004,102.2655,24.03,93,99,1.88,ID,2023-04-27
342,nago,26.5881,127.9761,21.24,77,100,4.09,JP,2023-04-27
343,micheweni,-4.9667,39.8333,25.94,83,97,6.9,TZ,2023-04-27
344,jamestown,42.097,-79.2353,15.8,38,0,4.12,US,2023-04-27
345,washington,47.5001,-120.5015,23.66,22,75,2.04,US,2023-04-27
346,ornskoldsvik,63.2909,18.7153,-0.47,100,100,1.54,SE,2023-04-27
347,luis correia,-2.8792,-41.6669,23.81,90,100,1.49,BR,2023-04-27
348,constitucion,-35.3333,-72.4167,14.06,90,100,2.11,CL,2023-04-27
349,kachug,53.9606,105.8817,-0.02,73,62,0.77,RU,2023-04-27
350,sao joao da barra,-21.6403,-41.0511,25.05,90,61,3.86,BR,2023-04-27
351,nacala,-14.5428,40.6728,21.3,87,8,3.11,MZ,2023-04-27
352,pawni,20.7833,79.6333,26.1,58,92,0.91,IN,2023-04-27
353,malabar,-33.9667,151.25,20.44,80,0,3.6,AU,2023-04-27
354,west end,26.6833,-78.9667,26.99,78,34,6.5,BS,2023-04-27
355,yuzhno-kurilsk,44.0306,145.8556,7.63,73,49,9.04,RU,2023-04-27
356,malaga,36.7202,-4.4203,21.66,71,0,1.54,ES,2023-04-27
357,shenjiamen,29.9576,122.298,16.59,95,88,3.87,CN,2023-04-27
358,i-n-salah,27.1935,2.4607,30.65,9,5,8.43,DZ,2023-04-27
359,fale old settlement,-9.3852,-171.2468,28.56,75,100,5.54,TK,2023-04-27
360,kourou,5.1552,-52.6478,25.03,91,96,2.67,GF,2023-04-27
361,ardestan,33.3761,52.3694,16.55,53,100,0.8,IR,2023-04-27
362,mayya,61.7333,130.2811,-0.38,88,100,1.67,RU,2023-04-27
363,bakanas,44.8081,76.2772,13.62,40,5,5.71,KZ,2023-04-27
364,kabompo,-13.5927,24.2008,14.48,71,24,2.37,ZM,2023-04-27
365,culebra,18.303,-65.301,28.05,84,9,1.34,PR,2023-04-27
366,pirassununga,-21.9961,-47.4258,20.81,94,100,2.06,BR,2023-04-27
367,qamdo,31.1667,97.2333,-0.06,57,100,1.95,CN,2023-04-27
368,serpa,37.9458,-7.5975,19.98,44,97,1.48,PT,2023-04-27
369,vilyuysk,63.7553,121.6247,-0.5,87,100,2.28,RU,2023-04-27
370,zhosaly,45.4878,64.0781,17.11,22,0,5.05,KZ,2023-04-27
371,nicoya,10.1483,-85.452,30.89,56,89,2.89,CR,2023-04-27
372,vorgashor,67.5833,63.95,-6.32,93,57,6.05,RU,2023-04-27
373,campos novos,-27.4017,-51.225,13.47,75,92,0.68,BR,2023-04-27
374,xining,36.6167,101.7667,0.24,73,70,1.24,CN,2023-04-27
375,fruitland,38.3221,-75.6202,19.96,73,0,4.63,US,2023-04-27
376,filingue,14.3521,3.3168,31.05,27,74,4.19,NE,2023-04-27
377,mount darwin,-16.7725,31.5838,14.85,91,10,1.33,ZW,2023-04-27
378,mount isa,-20.7333,139.5,20.87,64,45,1.54,AU,2023-04-27
379,madang,-5.2246,145.7966,28.13,76,95,1.42,PG,2023-04-27
380,bubanza,-3.1167,29.4,20.6,95,100,0.98,BI,2023-04-27
381,naberera,-4.2,36.9333,15.24,97,22,2.94,TZ,2023-04-27
382,tomohon,1.3346,124.8392,20.52,84,85,0.53,ID,2023-04-27
383,itaituba,-4.2761,-55.9836,26.35,80,99,0.96,BR,2023-04-27
384,williams lake,52.1415,-122.1445,20.03,23,75,2.57,CA,2023-04-27
385,yuzhno-sakhalinsk,46.9581,142.7337,5.79,52,0,1.0,RU,2023-04-27
386,gadzhiyevo,69.2551,33.3362,-4.47,85,17,5.21,RU,2023-04-27
387,tobruk,32.0836,23.9764,16.37,66,0,8.57,LY,2023-04-27
388,sao paulo de olivenca,-3.3783,-68.8725,24.49,94,61,1.5,BR,2023-04-27
389,sidi khaled,34.387,4.9879,26.75,19,50,1.83,DZ,2023-04-27
390,kuloy,61.0305,42.4925,1.67,92,100,2.88,RU,2023-04-27
391,thunder bay,48.4001,-89.3168,9.99,62,100,4.63,CA,2023-04-27
392,katsuura,35.1333,140.3,18.59,65,21,7.24,JP,2023-04-27
393,sterling,39.0062,-77.4286,20.55,65,75,5.14,US,2023-04-27
394,al jubayl,27.0112,49.6583,25.01,36,0,3.01,SA,2023-04-27
395,nan,18.8333,100.6667,23.01,88,0,0.0,TH,2023-04-27
396,fort bragg,35.139,-79.006,19.34,85,100,3.6,US,2023-04-27
397,quellon,-43.1167,-73.6167,11.14,93,100,3.09,CL,2023-04-27
398,nishinoomote,30.7333,131.0,19.38,71,86,5.89,JP,2023-04-27
399,la romana,18.4273,-68.9728,30.2,62,40,7.72,DO,2023-04-27
400,portland,45.5234,-122.6762,26.62,47,81,3.13,US,2023-04-27
401,illizi,26.4833,8.4667,28.89,18,93,3.85,DZ,2023-04-27
402,acajutla,13.5928,-89.8275,29.27,65,78,2.83,SV,2023-04-27
403,kerouane,9.2667,-9.0167,28.53,42,97,1.99,GN,2023-04-27
404,ghat,24.9647,10.1728,27.79,18,79,2.24,LY,2023-04-27
405,n'zeto,-7.2312,12.8666,25.76,93,62,2.36,AO,2023-04-27
406,jalai nur,49.45,117.7,4.67,37,58,3.6,CN,2023-04-27
407,santa rosalia,27.3167,-112.2833,24.57,32,0,0.98,MX,2023-04-27
408,kotaparh,19.15,82.35,25.58,59,65,1.87,IN,2023-04-27
409,robertsport,6.7533,-11.3686,28.14,80,29,4.44,LR,2023-04-27
410,yinchuan,38.4681,106.2731,6.7,21,34,9.33,CN,2023-04-27
411,suntar,62.1444,117.6319,-1.04,96,98,1.4,RU,2023-04-27
412,nova vicosa,-17.8919,-39.3719,25.27,83,1,5.03,BR,2023-04-27
413,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,2023-04-27
414,vernon,50.2581,-119.2691,20.52,17,100,1.54,CA,2023-04-27
415,tambacounda,13.7539,-13.7586,34.28,12,0,1.97,SN,2023-04-27
416,campo verde,-20.4167,-54.0667,20.02,84,20,1.69,BR,2023-04-27
417,pitea,65.3172,21.4794,2.05,100,100,0.87,SE,2023-04-27
418,san andres,12.5847,-81.7006,30.01,62,20,2.57,CO,2023-04-27
419,tynda,55.1667,124.7167,-2.77,78,40,0.62,RU,2023-04-27
420,puerto lempira,15.2667,-83.7667,29.53,49,72,6.59,HN,2023-04-27
421,al kharj,24.155,47.3346,25.32,33,15,3.41,SA,2023-04-27
422,new norfolk,-42.7826,147.0587,18.72,63,13,3.95,AU,2023-04-27
423,sisa,-6.6167,-76.6915,26.29,94,81,0.48,PE,2023-04-27
424,east ballina,-28.8667,153.5833,18.22,73,35,1.41,AU,2023-04-27
425,hailar,49.2,119.7,5.2,18,100,4.51,CN,2023-04-27
426,villa gesell,-37.2639,-56.973,15.03,84,100,4.89,AR,2023-04-27
427,villanueva,15.3167,-88.0,32.55,66,20,6.69,HN,2023-04-27
428,papao,-17.75,-149.55,30.82,74,80,2.65,PF,2023-04-27
429,bam,29.106,58.357,21.28,39,91,2.93,IR,2023-04-27
430,kapa'a,22.0752,-159.319,27.99,66,0,5.14,US,2023-04-27
431,pacific grove,36.6177,-121.9166,26.3,74,0,4.47,US,2023-04-27
432,valle de la pascua,9.2155,-66.0073,31.38,46,84,2.52,VE,2023-04-27
433,wynyard,-41.0,145.7167,15.54,93,43,6.17,AU,2023-04-27
434,namtsy,62.7161,129.6658,-1.17,96,100,1.96,RU,2023-04-27
435,ranau,5.9538,116.6641,22.18,93,100,0.31,MY,2023-04-27
436,russkaya polyana,49.417,31.9201,6.32,88,100,5.71,UA,2023-04-27
437,lotoshino,56.2267,35.6414,10.12,95,98,2.06,RU,2023-04-27
438,phrae,18.0833,100.0,23.37,78,0,0.0,TH,2023-04-27
439,vicuna,-30.0319,-70.7081,10.85,55,19,0.34,CL,2023-04-27
440,zheshart,62.0731,49.5733,-2.5,83,35,2.78,RU,2023-04-27
441,villa regina,-39.1,-67.0667,20.33,34,19,2.02,AR,2023-04-27
442,amga,60.8953,131.9608,0.4,91,100,0.72,RU,2023-04-27
443,oak grove,45.4168,-122.6401,26.35,47,80,4.02,US,2023-04-27
444,vadso,70.0744,29.7487,1.49,93,66,4.63,NO,2023-04-27
445,kucove,40.8003,19.9167,10.27,74,0,1.75,AL,2023-04-27
446,salavan,15.7167,106.4167,23.26,84,13,0.93,LA,2023-04-27
447,castillos,-34.1667,-53.8333,15.05,88,7,2.87,UY,2023-04-27
448,launceston,-41.45,147.1667,15.8,93,100,7.2,AU,2023-04-27
449,zeya,53.75,127.2667,3.82,55,49,1.71,RU,2023-04-27
450,jabor,5.921,169.6434,28.46,79,74,7.65,MH,2023-04-27
451,pisco,-13.7,-76.2167,23.03,78,0,7.2,PE,2023-04-27
452,lisakovsk,52.5369,62.4936,15.6,42,100,1.98,KZ,2023-04-27
453,ardakan,32.31,54.0175,16.67,62,95,2.53,IR,2023-04-27
454,mhamid,29.82,-5.72,29.41,11,9,3.76,MA,2023-04-27
455,betio village,1.358,172.9211,30.02,77,22,6.08,KI,2023-04-27
456,fenoarivo atsinanana,-17.3667,49.4167,23.43,88,74,3.53,MG,2023-04-27
457,paranavai,-23.0731,-52.4653,18.17,82,2,2.15,BR,2023-04-27
458,hasparren,43.3838,-1.305,16.9,94,0,1.03,FR,2023-04-27
459,mar del plata,-38.0023,-57.5575,16.72,89,0,2.57,AR,2023-04-27
460,arucas,28.1198,-15.5233,18.43,76,4,2.54,ES,2023-04-27
461,cooper's town,26.8667,-77.5167,25.0,73,38,4.44,BS,2023-04-27
462,margate,51.3813,1.3862,9.94,81,100,2.24,GB,2023-04-27
463,chahuites,16.2833,-94.1833,30.26,54,6,4.65,MX,2023-04-27
464,sao jose da coroa grande,-8.8978,-35.1478,26.04,82,99,2.92,BR,2023-04-27
465,moyale,3.5167,39.0584,21.16,77,100,3.61,KE,2023-04-27
466,lata,40.1629,-8.3327,17.73,66,94,1.14,PT,2023-04-27
467,selfoss,63.9331,-20.9971,0.58,99,100,2.6,IS,2023-04-27
468,deir ez-zor,35.3359,40.1408,20.2,41,86,9.24,SY,2023-04-27
469,augusto correa,-1.0217,-46.635,23.19,97,100,1.33,BR,2023-04-27
470,sur,22.5667,59.5289,27.2,64,17,1.71,OM,2023-04-27
471,bayville,40.9106,-73.5621,13.33,73,82,0.89,US,2023-04-27
472,aberdeen,57.1437,-2.0981,7.33,95,100,6.17,GB,2023-04-27
473,plastun,44.7561,136.2939,10.38,57,99,0.84,RU,2023-04-27
474,prince rupert,54.3161,-130.3201,11.05,59,40,4.12,CA,2023-04-27
475,sinabang,2.4803,96.3801,26.41,84,100,0.63,ID,2023-04-27
476,wad medani,14.4012,33.5199,34.12,29,95,1.15,SD,2023-04-27
477,taoudenni,22.6783,-3.9836,31.79,8,1,5.85,ML,2023-04-27
478,axim,4.8699,-2.2405,25.89,85,99,3.37,GH,2023-04-27
479,rapid city,44.0805,-103.231,10.42,79,100,15.43,US,2023-04-27
480,neuquen,-38.9516,-68.0591,19.94,56,0,0.0,AR,2023-04-27
481,sirjan,29.452,55.6814,13.73,60,72,2.13,IR,2023-04-27
482,santanyi,39.3546,3.1291,18.23,82,48,3.18,ES,2023-04-27
483,gurupi,-11.7292,-49.0686,26.03,59,19,0.72,BR,2023-04-27
484,aykhal,66.0,111.5,-6.69,94,98,2.18,RU,2023-04-27
485,bhawanigarh,30.2667,76.035,23.31,34,86,0.6,IN,2023-04-27
486,touros,-5.1989,-35.4608,25.31,89,100,2.91,BR,2023-04-27
487,kizhinga,51.8462,109.9097,-1.68,87,80,2.48,RU,2023-04-27
488,rapar,23.5667,70.6333,26.46,63,74,3.69,IN,2023-04-27
489,dunedin,-45.8742,170.5036,13.64,59,1,0.96,NZ,2023-04-27
490,lincoln city,44.9582,-124.0179,26.44,75,77,10.73,US,2023-04-27
491,novo aripuana,-5.1206,-60.3797,25.01,91,58,0.75,BR,2023-04-27
492,kolonia,50.9333,6.95,12.75,60,0,2.57,DE,2023-04-27
493,chemolgan,43.1897,76.5292,7.81,36,0,3.21,KZ,2023-04-27
494,candolim,15.5181,73.7626,26.26,77,5,2.28,IN,2023-04-27
495,al ghayzah,16.2079,52.176,28.18,83,13,4.46,YE,2023-04-27
496,janowiec wielkopolski,52.7558,17.4898,2.78,74,10,1.68,PL,2023-04-27
497,choma,-16.8065,26.9531,15.57,58,9,1.86,ZM,2023-04-27
498,palikir - national government center,6.9248,158.1611,28.47,79,100,6.17,FM,2023-04-27
499,padangsidempuan,1.3667,99.2667,21.8,98,100,0.29,ID,2023-04-27
500,katsuren-haebaru,26.3369,127.8719,22.01,83,0,0.0,JP,2023-04-27
501,manokwari,-0.8667,134.0833,27.41,75,100,0.53,ID,2023-04-27
502,olhao,37.0286,-7.8411,19.94,79,0,1.54,PT,2023-04-27
503,brumadinho,-20.1433,-44.1997,23.29,89,33,1.41,BR,2023-04-27
504,coahuayana de hidalgo,18.7,-103.6583,29.2,46,3,3.35,MX,2023-04-27
505,urengoy,65.9667,78.3667,-5.47,93,100,6.67,RU,2023-04-27
506,nadym,65.5333,72.5167,-5.26,94,100,9.3,RU,2023-04-27
507,santiago de cao,-7.9589,-79.2392,25.07,78,23,5.14,PE,2023-04-27
508,saint-francois,46.4154,3.9054,15.38,88,0,1.54,FR,2023-04-27
509,pedreira,-22.7419,-46.9014,21.37,93,19,1.31,BR,2023-04-27
510,beitbridge,-22.2167,30.0,21.3,61,0,1.59,ZW,2023-04-27
511,villa emilio carranza,19.9667,-96.6,26.44,84,97,5.24,MX,2023-04-27
512,nanao,37.05,136.9667,19.06,61,0,1.23,JP,2023-04-27
513,santa cruz,-17.8,-63.1667,24.03,78,40,3.09,BO,2023-04-27
514,linkou,45.3,130.2833,9.29,87,100,1.22,CN,2023-04-27
515,belo sur tsiribihina,-19.7,44.55,22.1,88,1,1.03,MG,2023-04-27
516,karungdong,5.8844,121.263,28.19,73,88,1.45,PH,2023-04-27
517,isernia,41.6002,14.2382,10.49,85,91,0.74,IT,2023-04-27
518,kudahuvadhoo,2.6708,72.8944,28.66,71,96,1.84,MV,2023-04-27
519,lupane,-18.9315,27.807,16.11,48,13,2.21,ZW,2023-04-27
520,howard springs,-12.497,131.047,27.71,83,87,2.91,AU,2023-04-27
521,hazleton,40.9584,-75.9746,13.94,51,75,1.54,US,2023-04-27
522,zhanaozen,43.3,52.8,18.63,50,3,1.1,KZ,2023-04-27
523,tshikapa,-6.4167,20.8,22.0,84,19,1.57,CD,2023-04-27
524,alakurtti,66.9672,30.3491,-1.88,94,78,4.75,RU,2023-04-27
525,sao miguel do araguaia,-13.275,-50.1628,25.54,64,29,2.04,BR,2023-04-27
526,tbilisi,41.6941,44.8337,13.84,82,20,6.17,GE,2023-04-27
527,yenisarbademli,37.7078,31.3864,6.23,91,100,0.75,TR,2023-04-27
528,mejit,10.2753,170.8646,27.47,80,64,7.78,MH,2023-04-27
529,machico,32.7,-16.7667,22.06,70,20,2.06,PT,2023-04-27
530,salinopolis,-0.6136,-47.3561,25.51,86,92,1.6,BR,2023-04-27
531,jingdezhen,29.2947,117.2079,18.39,89,82,1.02,CN,2023-04-27
532,lubang,13.8584,120.124,27.56,79,18,9.66,PH,2023-04-27
533,callao,-12.0667,-77.15,25.95,69,75,6.17,PE,2023-04-27
534,brigantine,39.4101,-74.3646,13.9,77,100,5.14,US,2023-04-27
535,den burg,53.0542,4.7972,9.44,74,100,6.17,NL,2023-04-27
536,boende,-0.2167,20.8667,23.58,78,43,0.16,CD,2023-04-27
537,arafat,21.3594,39.9664,29.07,33,54,1.5,SA,2023-04-27
538,khovd,48.0056,91.6419,1.82,44,51,1.04,MN,2023-04-27
539,porto novo,6.4965,2.6036,26.9,80,100,2.99,BJ,2023-04-27
540,ellsworth,44.5434,-68.4195,12.19,75,0,5.14,US,2023-04-27
541,mildura,-34.2,142.15,15.6,77,90,5.77,AU,2023-04-27
542,san juan de miraflores,-12.1629,-76.9635,25.09,77,37,3.88,PE,2023-04-27
543,cascais,38.6979,-9.4215,21.64,76,86,5.87,PT,2023-04-27
544,ebon,4.582,168.6964,28.46,78,84,7.2,MH,2023-04-27
545,batticaloa,7.7102,81.6924,26.6,83,68,3.24,LK,2023-04-27
546,lekeitio,43.3666,-2.5007,18.25,89,97,1.47,ES,2023-04-27
547,erenhot,43.6475,111.9767,3.01,26,61,4.79,CN,2023-04-27
548,roma,43.2128,-75.4557,15.08,26,0,0.0,US,2023-04-27
549,palmas,-10.2128,-48.3603,27.93,74,20,2.06,BR,2023-04-27
550,barabinsk,55.3571,78.357,14.44,42,100,5.76,RU,2023-04-27
551,tam ky,15.5667,108.4833,23.54,89,16,1.97,VN,2023-04-27
552,harper,4.375,-7.7169,27.21,82,62,2.59,LR,2023-04-27
553,san fernando,15.0286,120.6898,25.85,70,8,1.87,PH,2023-04-27
554,bikenibeu village,1.3673,173.1241,29.98,74,20,5.14,KI,2023-04-27
555,hpa-an,16.8906,97.6333,25.17,86,1,1.07,MM,2023-04-27
